County Name,Median Home Price Q2 2017,Monthly Payment (r=4.5%),Monthly Payment (r=5.0%),Monthly Payment (r=5.5%)
Wasco County,"210,526",960,"1,017","1,076"
Washington County,"425,071","1,938","2,054","2,172"
Wheeler County,"152,120",694,735,777
Yamhill County,"333,044","1,519","1,609","1,702"
Adams County,"212,208",968,"1,025","1,084"
Allegheny County,"164,199",749,793,839
Armstrong County,"122,374",558,591,625
Beaver County,"147,940",675,715,756
Bedford County,"132,226",603,639,676
Berks County,"183,100",835,885,936
Blair County,"133,523",609,645,682
Bradford County,"151,830",692,734,776
Bucks County,"353,790","1,613","1,709","1,808"
Butler County,"224,851","1,025","1,086","1,149"
Cambria County,"91,196",416,441,466
Cameron County,"76,958",351,372,393
Carbon County,"162,004",739,783,828
Centre County,"237,310","1,082","1,147","1,213"
Chester County,"384,436","1,753","1,857","1,965"
Clarion County,"114,602",523,554,586
Clearfield County,"100,733",459,487,515
Clinton County,"130,036",593,628,664
Columbia County,"158,191",721,764,808
Crawford County,"119,504",545,577,611
Cumberland County,"211,066",962,"1,020","1,079"
Dauphin County,"181,122",826,875,926
Delaware County,"265,207","1,209","1,281","1,355"
Elk County,"101,255",462,489,517
Erie County,"139,964",638,676,715
Fayette County,"108,040",493,522,552
Oregon Pennsylvania,,,,
Forest County,"94,894",433,458,485
Franklin County,"189,788",865,917,970
Fulton County,"162,675",742,786,831
Greene County,"113,247",516,547,579
Huntingdon County,"127,116",580,614,650
Indiana County,"125,343",572,606,641
Jefferson County,"100,838",460,487,515
Juniata County,"149,744",683,723,765
Lackawanna County,"159,821",729,772,817
Lancaster County,"215,850",984,"1,043","1,103"
Lawrence County,"120,129",548,580,614
Lebanon County,"179,697",819,868,918
Lehigh County,"226,100","1,031","1,092","1,155"
Luzerne County,"131,218",598,634,671
Lycoming County,"169,110",771,817,864
McKean County,"80,399",367,388,411
Mercer County,"127,959",584,618,654
Mifflin County,"108,137",493,522,553
Monroe County,"171,017",780,826,874
Montgomery County,"342,094","1,560","1,653","1,748"
Montour County,"181,237",826,876,926
Northampton County,"226,849","1,034","1,096","1,159"
Northumberland County,"120,859",551,584,618
Perry County,"171,106",780,827,874
Philadelphia County,"179,981",821,870,920
Pike County,"194,217",886,938,992
Potter County,"108,137",493,522,553
Schuylkill County,"106,260",485,513,543
Snyder County,"161,424",736,780,825
Somerset County,"114,707",523,554,586
Sullivan County,"154,854",706,748,791
Susquehanna County,"165,908",757,802,848
Tioga County,"145,365",663,702,743
Union County,"179,568",819,868,918
Venango County,"88,637",404,428,453
Warren County,"96,145",438,465,491
Washington County,"183,026",835,884,935
Wayne County,"182,071",830,880,930
Westmoreland County,"161,739",738,781,827
Wyoming County,"170,678",778,825,872
York County,"187,621",856,906,959
Bristol County,"370,301","1,689","1,789","1,892"
Kent County,"251,171","1,145","1,214","1,284"
Newport County,"422,705","1,928","2,042","2,160"
Providence County,"250,303","1,141","1,209","1,279"
Washington County,"368,239","1,679","1,779","1,882"
Abbeville County,"98,663",450,477,504
Pennsylvania,,,,
Rhode Island South Carolina,,,,
Aiken County,"154,306",704,746,789
Allendale County,"55,511",253,268,284
Anderson County,"156,986",716,758,802
Bamberg County,"70,108",320,339,358
Barnwell County,"81,189",370,392,415
Beaufort County,"325,289","1,483","1,572","1,662"
Berkeley County,"197,493",901,954,"1,009"
Calhoun County,"109,767",501,530,561
Charleston County,"353,561","1,612","1,708","1,807"
Cherokee County,"100,474",458,485,513
Chester County,"97,784",446,472,500
Chesterfield County,"86,516",395,418,442
Clarendon County,"95,786",437,463,489
Colleton County,"90,139",411,435,461
Darlington County,"88,109",402,426,450
Dillon County,"71,600",327,346,366
Dorchester County,"218,260",995,"1,054","1,115"
Edgefield County,"131,256",599,634,671
Fairfield County,"106,809",487,516,546
Florence County,"133,657",609,646,683
Georgetown County,"190,294",868,919,972
Greenville County,"200,691",915,970,"1,026"
Greenwood County,"137,872",629,666,705
Hampton County,"80,337",366,388,411
Horry County,"191,044",871,923,976
Jasper County,"139,257",635,673,712
Kershaw County,"126,037",575,609,644
Lancaster County,"206,458",941,997,"1,055"
Laurens County,"95,777",437,463,489
Lee County,"74,370",339,359,380
Lexington County,"168,507",768,814,861
McCormick County,"124,234",567,600,635
Marion County,"80,763",368,390,413
Marlboro County,"64,461",294,311,329
Newberry County,"106,228",484,513,543
Oconee County,"171,328",781,828,876
Orangeburg County,"98,876",451,478,505
Pickens County,"170,417",777,823,871
Richland County,"177,699",810,859,908
Saluda County,"98,358",449,475,503
Spartanburg County,"151,750",692,733,775
Sumter County,"141,754",646,685,724
Union County,"80,550",367,389,412
Williamsburg County,"72,878",332,352,372
York County,"219,328","1,000","1,060","1,121"
Aurora County,"75,491",344,365,386
Beadle County,"109,426",499,529,559
South Carolina South Dakota,,,,
Bennett County,"72,046",329,348,368
Bon Homme County,"83,949",383,406,429
Brookings County,"172,388",786,833,881
Brown County,"159,649",728,771,816
Brule County,"122,269",558,591,625
Buffalo County,"53,669",245,259,274
Butte County,"129,369",590,625,661
Campbell County,"68,809",314,332,352
Charles Mix County,"93,868",428,454,480
Clark County,"84,680",386,409,433
Clay County,"152,862",697,739,781
Codington County,"173,850",793,840,888
Corson County,"55,653",254,269,284
Custer County,"211,543",965,"1,022","1,081"
Davison County,"147,224",671,711,752
Day County,"89,796",409,434,459
Deuel County,"117,675",537,569,601
Dewey County,"68,600",313,331,351
Douglas County,"84,367",385,408,431
Edmunds County,"119,032",543,575,608
Fall River County,"121,851",556,589,623
Faulk County,"89,483",408,432,457
Grant County,"120,912",551,584,618
Gregory County,"71,628",327,346,366
Haakon County,"81,547",372,394,417
Hamlin County,"122,582",559,592,626
Hand County,"120,181",548,581,614
Hanson County,"126,654",578,612,647
Harding County,"85,933",392,415,439
Hughes County,"181,054",826,875,925
Hutchinson County,"84,889",387,410,434
Hyde County,"91,989",419,444,470
Jackson County,"58,263",266,281,298
Jerauld County,"81,130",370,392,415
Jones County,"81,130",370,392,415
Kingsbury County,"110,575",504,534,565
Lake County,"162,051",739,783,828
Lawrence County,"197,552",901,954,"1,010"
Lincoln County,"226,497","1,033","1,094","1,157"
Lyman County,"85,306",389,412,436
McCook County,"130,368",594,630,666
McPherson County,"56,906",259,275,291
Marshall County,"111,410",508,538,569
Meade County,"178,968",816,865,915
Mellette County,"47,300",216,229,242
Miner County,"85,620",390,414,438
Minnehaha County,"205,651",938,994,"1,051"
South Dakota,,,,
Moody County,"124,148",566,600,634
Pennington County,"204,049",930,986,"1,043"
Perkins County,"77,580",354,375,396
Potter County,"85,202",389,412,435
Roberts County,"99,924",456,483,511
Sanborn County,"76,013",347,367,388
Spink County,"80,712",368,390,412
Stanley County,"165,288",754,799,845
Sully County,"127,698",582,617,653
Todd County,"40,199",183,194,205
Tripp County,"89,587",409,433,458
Turner County,"119,243",544,576,609
Union County,"173,417",791,838,886
Walworth County,"86,037",392,416,440
Yankton County,"146,597",669,708,749
Ziebach County,"59,620",272,288,305
Anderson County,"167,064",762,807,854
Bedford County,"141,204",644,682,722
Benton County,"96,568",440,467,493
Bledsoe County,"141,095",643,682,721
Blount County,"188,916",861,913,965
Bradley County,"174,880",797,845,894
Campbell County,"100,922",460,488,516
Cannon County,"168,805",770,816,863
Carroll County,"94,499",431,457,483
Carter County,"121,614",555,588,621
Cheatham County,"189,600",865,916,969
Chester County,"122,803",560,593,628
Claiborne County,"111,809",510,540,571
Clay County,"98,310",448,475,502
Cocke County,"116,709",532,564,596
Coffee County,"128,467",586,621,656
Crockett County,"105,277",480,509,538
Cumberland County,"153,289",699,741,783
Davidson County,"278,228","1,269","1,344","1,422"
Decatur County,"99,943",456,483,511
DeKalb County,"142,729",651,690,729
Dickson County,"162,689",742,786,831
Dyer County,"106,801",487,516,546
Fayette County,"199,748",911,965,"1,021"
Fentress County,"112,898",515,545,577
Franklin County,"131,297",599,634,671
Gibson County,"103,209",471,499,527
Giles County,"131,079",598,633,670
Grainger County,"119,816",546,579,612
Greene County,"125,963",574,609,644
Grundy County,"89,709",409,433,458
South Dakota Tennessee,,,,
Hamblen County,"142,132",648,687,726
Hamilton County,"190,932",871,922,976
Hancock County,"90,906",415,439,465
Hardeman County,"92,975",424,449,475
Hardin County,"116,926",533,565,598
Hawkins County,"120,558",550,582,616
Haywood County,"113,551",518,549,580
Henderson County,"100,922",460,488,516
Henry County,"105,604",482,510,540
Hickman County,"116,540",531,563,596
Houston County,"103,318",471,499,528
Humphreys County,"112,136",511,542,573
Jackson County,"117,253",535,566,599
Jefferson County,"148,090",675,715,757
Johnson County,"124,221",566,600,635
Knox County,"193,975",885,937,991
Lake County,"81,761",373,395,418
Lauderdale County,"88,185",402,426,451
Lawrence County,"107,564",491,520,550
Lewis County,"96,132",438,464,491
Lincoln County,"127,922",583,618,654
Loudon County,"207,754",947,"1,004","1,062"
McMinn County,"134,672",614,651,688
McNairy County,"95,261",434,460,487
Macon County,"124,213",566,600,635
Madison County,"141,580",646,684,723
Marion County,"130,519",595,631,667
Marshall County,"129,882",592,628,664
Maury County,"205,329",936,992,"1,049"
Meigs County,"128,902",588,623,659
Monroe County,"125,418",572,606,641
Montgomery County,"186,688",851,902,954
Moore County,"180,724",824,873,924
Morgan County,"99,725",455,482,510
Obion County,"95,370",435,461,487
Overton County,"124,874",569,603,638
Perry County,"91,668",418,443,468
Pickett County,"141,204",644,682,722
Polk County,"116,762",532,564,597
Putnam County,"174,627",796,844,892
Rhea County,"124,329",567,601,635
Roane County,"147,954",675,715,756
Robertson County,"191,602",874,926,979
Rutherford County,"240,864","1,098","1,164","1,231"
Scott County,"94,390",430,456,482
Sequatchie County,"148,718",678,719,760
Sevier County,"202,389",923,978,"1,034"
Tennessee,,,,
Shelby County,"160,446",732,775,820
Smith County,"134,221",612,648,686
Stewart County,"145,251",662,702,742
Sullivan County,"149,182",680,721,762
Sumner County,"265,106","1,209","1,281","1,355"
Tipton County,"153,752",701,743,786
Trousdale County,"142,339",649,688,727
Unicoi County,"128,618",587,621,657
Union County,"122,930",561,594,628
Van Buren County,"103,426",472,500,529
Warren County,"118,233",539,571,604
Washington County,"172,446",786,833,881
Wayne County,"104,951",479,507,536
Weakley County,"102,664",468,496,525
White County,"106,366",485,514,544
Williamson County,"501,967","2,289","2,425","2,565"
Wilson County,"289,348","1,319","1,398","1,479"
Anderson County,"98,602",450,476,504
Andrews County,"135,336",617,654,692
Angelina County,"119,976",547,580,613
Aransas County,"165,668",755,800,847
Archer County,"129,170",589,624,660
Armstrong County,"134,097",612,648,685
Atascosa County,"103,529",472,500,529
Austin County,"188,563",860,911,964
Bailey County,"73,038",333,353,373
Bandera County,"178,725",815,863,913
Bastrop County,"195,584",892,945,999
Baylor County,"72,179",329,349,369
Bee County,"84,316",384,407,431
Bell County,"163,523",746,790,836
Bexar County,"172,476",787,833,881
Blanco County,"247,901","1,130","1,198","1,267"
Borden County,"114,821",524,555,587
Bosque County,"114,606",523,554,586
Bowie County,"138,825",633,671,709
Brazoria County,"210,088",958,"1,015","1,074"
Brazos County,"203,708",929,984,"1,041"
Brewster County,"121,802",555,588,622
Briscoe County,"70,568",322,341,361
Brooks County,"66,486",303,321,340
Brown County,"102,146",466,494,522
Burleson County,"106,343",485,514,543
Burnet County,"183,778",838,888,939
Caldwell County,"134,389",613,649,687
Calhoun County,"117,485",536,568,600
Callahan County,"81,018",369,391,414
Tennessee Texas,,,,
Cameron County,"93,577",427,452,478
Camp County,"89,794",409,434,459
Carson County,"112,408",513,543,574
Cass County,"92,587",422,447,473
Castro County,"86,250",393,417,441
Chambers County,"184,581",842,892,943
Cherokee County,"105,476",481,510,539
Childress County,"87,002",397,420,445
Clay County,"89,678",409,433,458
Cochran County,"35,767",163,173,183
Coke County,"87,861",401,424,449
Coleman County,"70,783",323,342,362
Collin County,"354,363","1,616","1,712","1,811"
Collingsworth County,"59,935",273,290,306
Colorado County,"125,347",572,606,641
Comal County,"304,123","1,387","1,469","1,554"
Comanche County,"96,239",439,465,492
Concho County,"117,936",538,570,603
Cooke County,"155,422",709,751,794
Coryell County,"127,975",584,618,654
Cottle County,"48,012",219,232,245
Crane County,"87,539",399,423,447
Crockett County,"86,572",395,418,442
Crosby County,"60,734",277,293,310
Culberson County,"61,223",279,296,313
Dallam County,"82,705",377,400,423
Dallas County,"191,696",874,926,980
Dawson County,"71,320",325,345,364
Deaf Smith County,"94,520",431,457,483
Delta County,"80,074",365,387,409
Denton County,"307,370","1,402","1,485","1,571"
DeWitt County,"107,410",490,519,549
Dickens County,"58,216",265,281,297
Dimmit County,"70,031",319,338,358
Donley County,"69,924",319,338,357
Duval County,"52,094",238,252,266
Eastland County,"64,231",293,310,328
Ector County,"171,672",783,829,877
Edwards County,"78,194",357,378,400
Ellis County,"208,565",951,"1,008","1,066"
El Paso County,"127,341",581,615,651
Erath County,"137,806",628,666,704
Falls County,"67,668",309,327,346
Fannin County,"105,476",481,510,539
Fayette County,"170,459",777,824,871
Fisher County,"64,983",296,314,332
Floyd County,"64,983",296,314,332
Texas,,,,
Foard County,"50,912",232,246,260
Fort Bend County,"284,136","1,296","1,373","1,452"
Franklin County,"139,955",638,676,715
Freestone County,"92,480",422,447,473
Frio County,"81,524",372,394,417
Gaines County,"119,225",544,576,609
Galveston County,"222,143","1,013","1,073","1,135"
Garza County,"83,242",380,402,425
Gillespie County,"289,898","1,322","1,401","1,481"
Glasscock County,"207,945",948,"1,005","1,063"
Goliad County,"133,845",610,647,684
Gonzales County,"99,783",455,482,510
Gray County,"77,013",351,372,394
Grayson County,"155,203",708,750,793
Gregg County,"145,007",661,701,741
Grimes County,"118,258",539,571,604
Guadalupe County,"204,688",933,989,"1,046"
Hale County,"86,142",393,416,440
Hall County,"52,308",239,253,267
Hamilton County,"116,539",531,563,596
Hansford County,"100,428",458,485,513
Hardeman County,"41,245",188,199,211
Hardin County,"124,521",568,602,636
Harris County,"187,271",854,905,957
Harrison County,"152,199",694,735,778
Hartley County,"157,785",720,762,806
Haskell County,"52,845",241,255,270
Hays County,"253,426","1,156","1,224","1,295"
Hemphill County,"140,384",640,678,717
Henderson County,"124,595",568,602,637
Hidalgo County,"89,232",407,431,456
Hill County,"100,643",459,486,514
Hockley County,"88,398",403,427,452
Hood County,"183,455",837,886,937
Hopkins County,"104,402",476,504,534
Houston County,"86,142",393,416,440
Howard County,"92,050",420,445,470
Hudspeth County,"47,368",216,229,242
Hunt County,"150,399",686,727,769
Hutchinson County,"81,094",370,392,414
Irion County,"155,141",707,750,793
Jack County,"87,431",399,422,447
Jackson County,"103,865",474,502,531
Jasper County,"104,617",477,505,535
Jeff Davis County,"119,547",545,578,611
Jefferson County,"118,026",538,570,603
Jim Hogg County,"66,379",303,321,339
Texas,,,,
Jim Wells County,"79,268",361,383,405
Johnson County,"168,911",770,816,863
Jones County,"77,417",353,374,396
Karnes County,"101,072",461,488,516
Kaufman County,"199,692",911,965,"1,020"
Kendall County,"320,714","1,463","1,549","1,639"
Kent County,"75,724",345,366,387
Kerr County,"176,152",803,851,900
Kimble County,"115,143",525,556,588
King County,"41,675",190,201,213
Kinney County,"68,957",314,333,352
Kleberg County,"93,231",425,450,476
Knox County,"47,690",217,230,244
Lamar County,"94,628",432,457,484
Lamb County,"67,346",307,325,344
Lampasas County,"151,970",693,734,777
La Salle County,"76,046",347,367,389
Lavaca County,"153,918",702,744,787
Lee County,"148,547",677,718,759
Leon County,"109,880",501,531,561
Liberty County,"106,766",487,516,546
Limestone County,"91,083",415,440,465
Lipscomb County,"99,246",453,479,507
Live Oak County,"91,191",416,441,466
Llano County,"198,171",904,957,"1,013"
Loving County,"99,354",453,480,508
Lubbock County,"145,444",663,703,743
Lynn County,"82,491",376,399,422
McCulloch County,"88,076",402,426,450
McLennan County,"155,589",710,752,795
McMullen County,"80,235",366,388,410
Madison County,"109,235",498,528,558
Marion County,"95,165",434,460,486
Martin County,"129,428",590,625,661
Mason County,"167,989",766,812,858
Matagorda County,"109,773",501,530,561
Maverick County,"102,146",466,494,522
Medina County,"144,790",660,700,740
Menard County,"65,305",298,316,334
Midland County,"230,806","1,053","1,115","1,179"
Milam County,"95,057",433,459,486
Mills County,"119,439",545,577,610
Mitchell County,"70,568",322,341,361
Montague County,"115,036",525,556,588
Montgomery County,"253,354","1,155","1,224","1,295"
Moore County,"114,284",521,552,584
Morris County,"88,398",403,427,452
Texas,,,,
Motley County,"61,546",281,297,315
Nacogdoches County,"152,092",694,735,777
Navarro County,"95,487",435,461,488
Newton County,"78,731",359,380,402
Nolan County,"70,998",324,343,363
Nueces County,"144,503",659,698,738
Ochiltree County,"109,987",502,531,562
Oldham County,"93,446",426,451,478
Orange County,"117,916",538,570,603
Palo Pinto County,"95,165",434,460,486
Panola County,"104,402",476,504,534
Parker County,"236,717","1,079","1,144","1,210"
Parmer County,"92,587",422,447,473
Pecos County,"73,683",336,356,377
Polk County,"91,191",416,441,466
Potter County,"95,098",434,459,486
Presidio County,"54,457",248,263,278
Rains County,"122,447",558,592,626
Randall County,"181,334",827,876,927
Reagan County,"94,950",433,459,485
Real County,"112,887",515,545,577
Red River County,"70,031",319,338,358
Reeves County,"56,820",259,275,290
Refugio County,"86,787",396,419,443
Roberts County,"145,755",665,704,745
Robertson County,"100,358",458,485,513
Rockwall County,"291,816","1,331","1,410","1,491"
Runnels County,"82,168",375,397,420
Rusk County,"117,186",534,566,599
Sabine County,"98,924",451,478,506
San Augustine County,"87,968",401,425,450
San Jacinto County,"103,215",471,499,527
San Patricio County,"126,050",575,609,644
San Saba County,"104,187",475,503,532
Schleicher County,"78,302",357,378,400
Scurry County,"96,454",440,466,493
Shackelford County,"84,746",386,409,433
Shelby County,"78,516",358,379,401
Sherman County,"93,231",425,450,476
Smith County,"167,706",765,810,857
Somervell County,"184,959",843,894,945
Starr County,"72,179",329,349,369
Stephens County,"78,839",360,381,403
Sterling County,"70,998",324,343,363
Stonewall County,"57,679",263,279,295
Sutton County,"102,576",468,496,524
Swisher County,"76,046",347,367,389
Texas,,,,
Tarrant County,"203,964",930,985,"1,042"
Taylor County,"129,311",590,625,661
Terrell County,"71,535",326,346,366
Terry County,"73,038",333,353,373
Throckmorton County,"73,683",336,356,377
Titus County,"103,435",472,500,529
Tom Green County,"148,783",678,719,760
Travis County,"347,488","1,585","1,679","1,776"
Trinity County,"80,879",369,391,413
Tyler County,"87,539",399,423,447
Upshur County,"117,608",536,568,601
Upton County,"67,561",308,326,345
Uvalde County,"83,565",381,404,427
Val Verde County,"101,502",463,490,519
Van Zandt County,"120,943",552,584,618
Victoria County,"143,456",654,693,733
Walker County,"167,989",766,812,858
Waller County,"169,620",773,820,867
Ward County,"91,943",419,444,470
Washington County,"175,507",800,848,897
Webb County,"138,809",633,671,709
Wharton County,"124,273",567,600,635
Wheeler County,"92,909",424,449,475
Wichita County,"103,562",472,500,529
Wilbarger County,"75,079",342,363,384
Willacy County,"52,738",240,255,269
Williamson County,"294,619","1,344","1,423","1,506"
Wilson County,"183,788",838,888,939
Winkler County,"62,512",285,302,319
Wise County,"176,141",803,851,900
Wood County,"125,669",573,607,642
Yoakum County,"87,968",401,425,450
Young County,"93,983",429,454,480
Zapata County,"65,198",297,315,333
Zavala County,"42,856",195,207,219
Beaver County,"161,460",736,780,825
Box Elder County,"196,865",898,951,"1,006"
Cache County,"238,659","1,088","1,153","1,220"
Carbon County,"142,387",649,688,728
Daggett County,"222,405","1,014","1,075","1,137"
Davis County,"320,787","1,463","1,550","1,639"
Duchesne County,"195,221",890,943,998
Emery County,"149,293",681,721,763
Garfield County,"182,287",831,881,932
Grand County,"253,097","1,154","1,223","1,293"
Iron County,"200,702",915,970,"1,026"
Juab County,"198,747",906,960,"1,016"
Texas Utah,,,,
Kane County,"208,484",951,"1,007","1,065"
Millard County,"164,748",751,796,842
Morgan County,"352,775","1,609","1,704","1,803"
Piute County,"157,624",719,762,805
Rich County,"175,819",802,849,898
Salt Lake County,"339,715","1,549","1,641","1,736"
San Juan County,"149,731",683,723,765
Sanpete County,"185,685",847,897,949
Sevier County,"167,489",764,809,856
Summit County,"628,648","2,867","3,037","3,212"
Tooele County,"252,225","1,150","1,219","1,289"
Uintah County,"213,526",974,"1,032","1,091"
Utah County,"336,785","1,536","1,627","1,721"
Wasatch County,"391,648","1,786","1,892","2,001"
Washington County,"311,958","1,423","1,507","1,594"
Wayne County,"192,700",879,931,985
Weber County,"250,686","1,143","1,211","1,281"
Addison County,"247,640","1,129","1,196","1,265"
Bennington County,"217,965",994,"1,053","1,114"
Caledonia County,"171,885",784,830,878
Chittenden County,"309,038","1,409","1,493","1,579"
Essex County,"134,687",614,651,688
Franklin County,"219,945","1,003","1,063","1,124"
Grand Isle County,"288,948","1,318","1,396","1,477"
Lamoille County,"235,311","1,073","1,137","1,202"
Orange County,"196,754",897,951,"1,005"
Orleans County,"168,333",768,813,860
Rutland County,"185,573",846,897,948
Washington County,"226,951","1,035","1,096","1,160"
Windham County,"221,518","1,010","1,070","1,132"
Windsor County,"226,011","1,031","1,092","1,155"
Accomack County,"160,812",733,777,822
Albemarle County,"357,599","1,631","1,728","1,827"
Alleghany County,"116,210",530,561,594
Amelia County,"198,727",906,960,"1,016"
Amherst County,"162,952",743,787,833
Appomattox County,"163,167",744,788,834
Arlington County,"780,073","3,557","3,769","3,986"
Augusta County,"216,564",988,"1,046","1,107"
Bath County,"154,572",705,747,790
Bedford County,"213,935",976,"1,034","1,093"
Bland County,"111,811",510,540,571
Botetourt County,"228,828","1,043","1,106","1,169"
Brunswick County,"113,448",517,548,580
Buchanan County,"73,552",335,355,376
Buckingham County,"135,544",618,655,693
Campbell County,"165,964",757,802,848
Virginia Vermont Utah,,,,
Caroline County,"207,423",946,"1,002","1,060"
Carroll County,"109,765",501,530,561
Charles City County,"175,000",798,845,894
Charlotte County,"109,970",501,531,562
Chesterfield County,"258,205","1,177","1,247","1,319"
Clarke County,"353,479","1,612","1,708","1,806"
Craig County,"171,413",782,828,876
Culpeper County,"272,521","1,243","1,317","1,393"
Cumberland County,"157,392",718,760,804
Dickenson County,"79,281",362,383,405
Dinwiddie County,"171,886",784,830,878
Essex County,"181,271",827,876,926
Fairfax County,"601,689","2,744","2,907","3,075"
Fauquier County,"413,966","1,888","2,000","2,115"
Floyd County,"157,334",717,760,804
Fluvanna County,"242,618","1,106","1,172","1,240"
Franklin County,"183,998",839,889,940
Frederick County,"243,356","1,110","1,176","1,244"
Giles County,"120,902",551,584,618
Gloucester County,"232,453","1,060","1,123","1,188"
Goochland County,"351,825","1,604","1,700","1,798"
Grayson County,"97,899",446,473,500
Greene County,"257,935","1,176","1,246","1,318"
Greensville County,"91,454",417,442,467
Halifax County,"113,346",517,548,579
Hanover County,"313,067","1,428","1,513","1,600"
Henrico County,"256,595","1,170","1,240","1,311"
Henry County,"96,467",440,466,493
Highland County,"188,228",858,909,962
Isle of Wight County,"258,385","1,178","1,248","1,320"
James City County,"360,349","1,643","1,741","1,841"
King and Queen County,"182,515",832,882,933
King George County,"301,062","1,373","1,455","1,538"
King William County,"214,402",978,"1,036","1,096"
Lancaster County,"232,113","1,058","1,121","1,186"
Lee County,"83,577",381,404,427
Loudoun County,"539,928","2,462","2,609","2,759"
Louisa County,"228,573","1,042","1,104","1,168"
Lunenburg County,"110,891",506,536,567
Madison County,"262,393","1,197","1,268","1,341"
Mathews County,"235,669","1,075","1,139","1,204"
Mecklenburg County,"128,179",585,619,655
Middlesex County,"254,107","1,159","1,228","1,299"
Montgomery County,"251,623","1,147","1,216","1,286"
Nelson County,"246,128","1,122","1,189","1,258"
New Kent County,"275,490","1,256","1,331","1,408"
Northampton County,"169,610",773,819,867
Virginia,,,,
Northumberland County,"284,285","1,296","1,373","1,453"
Nottoway County,"137,897",629,666,705
Orange County,"240,604","1,097","1,162","1,230"
Page County,"176,157",803,851,900
Patrick County,"118,665",541,573,606
Powhatan County,"283,757","1,294","1,371","1,450"
Prince Edward County,"158,357",722,765,809
Prince George County,"227,714","1,038","1,100","1,164"
Prince William County,"401,975","1,833","1,942","2,054"
Pulaski County,"147,405",672,712,753
Rappahannock County,"366,839","1,673","1,772","1,875"
Richmond County,"166,950",761,807,853
Roanoke County,"204,593",933,988,"1,045"
Rockbridge County,"201,731",920,975,"1,031"
Rockingham County,"230,336","1,050","1,113","1,177"
Russell County,"97,080",443,469,496
Scott County,"94,545",431,457,483
Shenandoah County,"208,687",952,"1,008","1,066"
Smyth County,"91,659",418,443,468
Southampton County,"176,770",806,854,903
Spotsylvania County,"303,391","1,384","1,466","1,550"
Stafford County,"367,593","1,676","1,776","1,878"
Surry County,"179,137",817,865,915
Sussex County,"130,552",595,631,667
Tazewell County,"98,717",450,477,504
Warren County,"245,133","1,118","1,184","1,253"
Washington County,"143,332",654,692,732
Westmoreland County,"207,767",947,"1,004","1,062"
Wise County,"86,442",394,418,442
Wythe County,"130,327",594,630,666
York County,"340,745","1,554","1,646","1,741"
Alexandria city,"608,268","2,774","2,939","3,108"
Bristol city,"119,200",544,576,609
Buena Vista city,"114,266",521,552,584
Charlottesville city,"295,482","1,347","1,428","1,510"
Chesapeake city,"280,272","1,278","1,354","1,432"
Colonial Heights city,"175,322",799,847,896
Covington city,"73,859",337,357,377
Emporia city,"118,358",540,572,605
Fairfax city,"532,606","2,429","2,573","2,722"
Falls Church city,"787,396","3,591","3,804","4,024"
Franklin city,"190,376",868,920,973
Fredericksburg city,"362,075","1,651","1,749","1,850"
Galax city,"107,924",492,521,552
Hampton city,"190,962",871,923,976
Harrisonburg city,"203,843",930,985,"1,042"
Hopewell city,"131,411",599,635,672
Virginia,,,,
Lexington city,"258,302","1,178","1,248","1,320"
Lynchburg city,"172,525",787,834,882
Manassas city,"325,782","1,486","1,574","1,665"
Manassas Park city,"279,409","1,274","1,350","1,428"
Martinsville city,"92,170",420,445,471
Newport News city,"199,675",911,965,"1,020"
Norfolk city,"212,019",967,"1,024","1,083"
Norton city,"94,625",432,457,484
Petersburg city,"121,212",553,586,619
Poquoson city,"328,609","1,499","1,588","1,679"
Portsmouth city,"181,730",829,878,929
Radford city,"169,579",773,819,867
Richmond city,"250,368","1,142","1,210","1,279"
Roanoke city,"141,769",646,685,724
Salem city,"180,982",825,874,925
Staunton city,"166,234",758,803,849
Suffolk city,"261,393","1,192","1,263","1,336"
Virginia Beach city,"292,823","1,335","1,415","1,496"
Waynesboro city,"165,313",754,799,845
Williamsburg city,"318,443","1,452","1,539","1,627"
Winchester city,"226,345","1,032","1,094","1,157"
Adams County,"168,058",766,812,859
Asotin County,"191,852",875,927,980
Benton County,"268,153","1,223","1,296","1,370"
Chelan County,"334,498","1,525","1,616","1,709"
Clallam County,"286,470","1,306","1,384","1,464"
Clark County,"355,160","1,620","1,716","1,815"
Columbia County,"180,805",825,874,924
Cowlitz County,"235,917","1,076","1,140","1,206"
Douglas County,"264,345","1,205","1,277","1,351"
Ferry County,"185,501",846,896,948
Franklin County,"235,602","1,074","1,138","1,204"
Garfield County,"160,790",733,777,822
Grant County,"198,919",907,961,"1,016"
Grays Harbor County,"189,191",863,914,967
Island County,"406,784","1,855","1,965","2,079"
Jefferson County,"339,918","1,550","1,642","1,737"
King County,"636,990","2,905","3,078","3,255"
Kitsap County,"374,961","1,710","1,812","1,916"
Kittitas County,"287,030","1,309","1,387","1,467"
Klickitat County,"245,099","1,118","1,184","1,252"
Lewis County,"221,282","1,009","1,069","1,131"
Lincoln County,"168,282",767,813,860
Mason County,"231,122","1,054","1,117","1,181"
Okanogan County,"189,079",862,914,966
Pacific County,"182,706",833,883,934
Pend Oreille County,"207,976",948,"1,005","1,063"
Virginia Washington,,,,
Pierce County,"339,291","1,547","1,639","1,734"
San Juan County,"505,740","2,306","2,443","2,584"
Skagit County,"343,892","1,568","1,661","1,757"
